district_id,district_name,service_id,service_name,unique_citizen_count,citizen_percentage,rank_in_district
3.0,SOUTH 24 PARGANAS,156,Apply - Verification of Electoral Roll Online,486,1.6,16.0
3.0,SOUTH 24 PARGANAS,169,Apply - ROR Application ,305,1.0,17.0
3.0,SOUTH 24 PARGANAS,180,Apply - SHG Loan Application,280,0.9,18.0
3.0,SOUTH 24 PARGANAS,137,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form â B),258,0.9,19.0
3.0,SOUTH 24 PARGANAS,367,Search - GRN Information,252,0.8,20.0
3.0,SOUTH 24 PARGANAS,357,Payment History - WBSEDCL,239,0.8,21.0
3.0,SOUTH 24 PARGANAS,151,Apply - Local Residence (Domicile) Certificate,233,0.8,22.0
3.0,SOUTH 24 PARGANAS,382,Status of Application (Krishak Bandhu),233,0.8,22.0
3.0,SOUTH 24 PARGANAS,354,Payment - Electricity Bill of CESC,219,0.7,23.0
3.0,SOUTH 24 PARGANAS,356,Search - Regenerate Receipt of WBSEDCL,204,0.7,24.0
3.0,SOUTH 24 PARGANAS,233,Apply - Driving Licence,198,0.7,25.0
3.0,SOUTH 24 PARGANAS,406,Apply- Addition of New Member after Receiving Card (Form â A),187,0.6,26.0
3.0,SOUTH 24 PARGANAS,470,Payment - e-Payment Stamp Duty & Registration Fees,184,0.6,27.0
3.0,SOUTH 24 PARGANAS,478,Apply - Ordinary Residencial Certificate,166,0.6,28.0
3.0,SOUTH 24 PARGANAS,175,Apply - Karma Sathi Prakalpa Scheme,163,0.5,29.0
3.0,SOUTH 24 PARGANAS,485,eDistrict Dashboard,160,0.5,30.0
3.0,SOUTH 24 PARGANAS,140,Search - Blood Test Report,156,0.5,31.0
3.0,SOUTH 24 PARGANAS,164,Apply - Samajik Suraksha Yojana Application ,145,0.5,32.0
3.0,SOUTH 24 PARGANAS,405,Modify - Member Name Correction after Receiving Card (Form â C),133,0.4,33.0
3.0,SOUTH 24 PARGANAS,2,Application for Aikyasree Scholarship,132,0.4,34.0
3.0,SOUTH 24 PARGANAS,368,Application for applying learners licence,127,0.4,35.0
3.0,SOUTH 24 PARGANAS,476,Apply - Disability Certificate,121,0.4,36.0
3.0,SOUTH 24 PARGANAS,194,Search - Gram Panchayat Tax Payment,120,0.4,37.0
3.0,SOUTH 24 PARGANAS,363,Apply - Download and Print Birth Certificate,118,0.4,38.0
3.0,SOUTH 24 PARGANAS,272,Apply - Rupashree Prakalpa,113,0.4,39.0
3.0,SOUTH 24 PARGANAS,457,Search - PMSVA Nidhi Scheme,106,0.4,40.0
3.0,SOUTH 24 PARGANAS,168,Apply - Mutation Application,94,0.3,41.0
3.0,SOUTH 24 PARGANAS,170,Apply - Plot Information,93,0.3,42.0
3.0,SOUTH 24 PARGANAS,306,Search - NSAP under Jai Bangla,93,0.3,42.0
3.0,SOUTH 24 PARGANAS,393,Search - Schedule Paddy Sale,92,0.3,43.0
3.0,SOUTH 24 PARGANAS,480,Apply - Permission for Delayed Registration of Death,91,0.3,44.0
3.0,SOUTH 24 PARGANAS,479,Apply - Permission for Delayed Registration of Birth,84,0.3,45.0
3.0,SOUTH 24 PARGANAS,364,Apply - Download and Print Death Certificate,69,0.2,46.0
3.0,SOUTH 24 PARGANAS,483,Registration & Admission,68,0.2,47.0
3.0,SOUTH 24 PARGANAS,86,Search - Price Information,67,0.2,48.0
3.0,SOUTH 24 PARGANAS,124,Apply - Farmer Registration Paddy Sale,66,0.2,49.0
3.0,SOUTH 24 PARGANAS,138,Apply - OPD Registration,57,0.2,50.0
3.0,SOUTH 24 PARGANAS,146,Apply - Swami Vivekananda Scholarship,56,0.2,51.0
3.0,SOUTH 24 PARGANAS,266,Info - Widow Pension Scheme,55,0.2,52.0
3.0,SOUTH 24 PARGANAS,1,Search - Application Status of Kanyasree Prakalpa,53,0.2,53.0
3.0,SOUTH 24 PARGANAS,355,Download - Payment for Quotation Letter of New Connection WBSEDCL,53,0.2,53.0
3.0,SOUTH 24 PARGANAS,96,Search - Taposali Bandhu Pension Scheme,52,0.2,54.0
3.0,SOUTH 24 PARGANAS,184,Search - Bangla Awas Yojana,52,0.2,54.0
3.0,SOUTH 24 PARGANAS,195,Apply - Online Trade Registration,52,0.2,54.0
3.0,SOUTH 24 PARGANAS,172,Search - Property Information,50,0.2,55.0
3.0,SOUTH 24 PARGANAS,198,Apply - New Electricity Connection of LT/HT Application,44,0.1,56.0
3.0,SOUTH 24 PARGANAS,388,Search - Application Status,39,0.1,57.0
3.0,SOUTH 24 PARGANAS,125,Search  - Payment Status of Paddy Sold,38,0.1,58.0
3.0,SOUTH 24 PARGANAS,165,Apply - Yuvashree Scheme Application ,37,0.1,59.0
3.0,SOUTH 24 PARGANAS,234,Apply - Renewal of Driving Licence,34,0.1,60.0
3.0,SOUTH 24 PARGANAS,69,Apply - Krishak Bandhu Scheme,33,0.1,61.0
3.0,SOUTH 24 PARGANAS,119,Payment - Tax or Fees,33,0.1,61.0
3.0,SOUTH 24 PARGANAS,421,New Connection (LT) - New Connection Application Status,30,0.1,62.0
3.0,SOUTH 24 PARGANAS,482,Search Preferred Colleges & Courses,30,0.1,62.0
3.0,SOUTH 24 PARGANAS,334,Apply - Student Credit Card,25,0.1,63.0
3.0,SOUTH 24 PARGANAS,407,Modify - Member Deletion after Receiving Card (Form â D),25,0.1,63.0
3.0,SOUTH 24 PARGANAS,173,Apply - Marriage Certificate ,24,0.1,64.0
3.0,SOUTH 24 PARGANAS,366,Apply - Manabik Pension Scheme (Disability Pension Scheme),24,0.1,64.0
3.0,SOUTH 24 PARGANAS,404,Search - Blood Bank Information,24,0.1,64.0
3.0,SOUTH 24 PARGANAS,419,Payment - New Connection E-Pay New Connection (LT) ,23,0.1,65.0
3.0,SOUTH 24 PARGANAS,477,Apply - Distance Certificate for Students,23,0.1,65.0
3.0,SOUTH 24 PARGANAS,484,eChallan,21,0.1,66.0
3.0,SOUTH 24 PARGANAS,139,Search - COVID Patient Information,20,0.1,67.0
3.0,SOUTH 24 PARGANAS,154,Apply - Gorkha Certificate,20,0.1,67.0
3.0,SOUTH 24 PARGANAS,95,Search - Sikshashree Information,18,0.1,68.0
3.0,SOUTH 24 PARGANAS,242,Apply - Payment of Municipal & Corporation Tax,18,0.1,68.0
3.0,SOUTH 24 PARGANAS,64,Search - Bangla Shasya Bima,17,0.1,69.0
3.0,SOUTH 24 PARGANAS,471,Download- e-Assessment Slip & Print,16,0.1,70.0
3.0,SOUTH 24 PARGANAS,365,Apply - Conversion Application,15,0.1,71.0
3.0,SOUTH 24 PARGANAS,473,Search - Deed By Seller/Buyer/Party Name,15,0.1,71.0
3.0,SOUTH 24 PARGANAS,293,Apply - Farm Mechanisation,14,0.0,72.0
3.0,SOUTH 24 PARGANAS,474,Search - Deed By Transacted Property Details,14,0.0,72.0
3.0,SOUTH 24 PARGANAS,192,Application for EWS Certificates,13,0.0,73.0
3.0,SOUTH 24 PARGANAS,63,Apply - Bangla Shasya Bima,11,0.0,74.0
3.0,SOUTH 24 PARGANAS,307,Apply - Approval of Building/Plan,11,0.0,74.0
3.0,SOUTH 24 PARGANAS,416,Search - Download Marriage Certificate,11,0.0,74.0
3.0,SOUTH 24 PARGANAS,425,Search - Payment of Tax (MV),11,0.0,74.0
3.0,SOUTH 24 PARGANAS,469,Apply - New e-Requisition Form,11,0.0,74.0
3.0,SOUTH 24 PARGANAS,472,Application - Refund of e-Payment,11,0.0,74.0
3.0,SOUTH 24 PARGANAS,291,Apply - Post-Matric Scholarship Under Talent Support Programme (TSP) Application ,10,0.0,75.0
3.0,SOUTH 24 PARGANAS,343,Apply - New License (CE) Application  (only for KMC),10,0.0,75.0
3.0,SOUTH 24 PARGANAS,241,Info - Jai Johar Pension Scheme Application,9,0.0,76.0
3.0,SOUTH 24 PARGANAS,401,Online Application for Defaulter Renewal Application,9,0.0,76.0
3.0,SOUTH 24 PARGANAS,420,Search - Payment Receipt New Connection (LT),9,0.0,76.0
3.0,SOUTH 24 PARGANAS,84,Search  - Kishan Mandi Information,8,0.0,77.0
3.0,SOUTH 24 PARGANAS,94,Search - Sabuj Sathi Scheme Information,8,0.0,77.0
3.0,SOUTH 24 PARGANAS,475,Search - Deed by Deed Number & Query Number ,8,0.0,77.0
3.0,SOUTH 24 PARGANAS,481,Apply - Redressal of RTI queries & Tracking,8,0.0,77.0
3.0,SOUTH 24 PARGANAS,85,Apply - Sufal Bangla Individual Enrollment Form,7,0.0,78.0
3.0,SOUTH 24 PARGANAS,171,Apply - Map Service,7,0.0,78.0
3.0,SOUTH 24 PARGANAS,188,Search- Samabyathi Scheme Information,7,0.0,78.0
3.0,SOUTH 24 PARGANAS,317,Online fee submission in Government ITI,7,0.0,78.0
3.0,SOUTH 24 PARGANAS,331,Training Centre details (Paschim Banga Society for Skill Development),7,0.0,78.0
3.0,SOUTH 24 PARGANAS,346,Apply - Defaulter Renewal Application Demand Printing (CE),7,0.0,78.0
3.0,SOUTH 24 PARGANAS,413,Search - Marriage Record,6,0.0,79.0
3.0,SOUTH 24 PARGANAS,468,Apply - Registration of Migrant Workers,6,0.0,79.0
3.0,SOUTH 24 PARGANAS,312,Search - Counselling Result of Admission in Government ITI,6,0.0,79.0
3.0,SOUTH 24 PARGANAS,111,Deed - Certified Copy,5,0.0,80.0
3.0,SOUTH 24 PARGANAS,163,Search - Registration of Transport Workers Pension Scheme Information,5,0.0,80.0
3.0,SOUTH 24 PARGANAS,186,Search - Guideline & View Job Card Detail,5,0.0,80.0
3.0,SOUTH 24 PARGANAS,432,Apply - BENFISH Property Booking,5,0.0,80.0
3.0,SOUTH 24 PARGANAS,158, Search - Term Loan Status,4,0.0,81.0
3.0,SOUTH 24 PARGANAS,166,Apply - Unemployment Allowance Application ,4,0.0,81.0
3.0,SOUTH 24 PARGANAS,201,Apply - New Electrical Supervisor License,4,0.0,81.0
3.0,SOUTH 24 PARGANAS,243,Application for mutation of holding in municipality/ Municipal Corporation,4,0.0,81.0
3.0,SOUTH 24 PARGANAS,300,Search - Information about Different Courses (Paschim Banga Society for Skill Development),4,0.0,81.0
3.0,SOUTH 24 PARGANAS,340,Search - Download NOC (only for KMC),4,0.0,81.0
3.0,SOUTH 24 PARGANAS,369,Status - Application of Learners Licence,4,0.0,81.0
3.0,SOUTH 24 PARGANAS,396,Apply - Pre-Registration Form for Paschim Banga Society for Skill Development(Utkarsh Bangla),4,0.0,81.0
3.0,SOUTH 24 PARGANAS,411,Online Request for Certificate Copy by Citizens,4,0.0,81.0
3.0,SOUTH 24 PARGANAS,414,Search - Application for Objection,4,0.0,81.0
3.0,SOUTH 24 PARGANAS,498,Property Tax (HMC) ,4,0.0,81.0
3.0,SOUTH 24 PARGANAS,10,Apply - Online Application for WBPRB,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,179,Apply - Fresh Term Loan Application,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,185,Search - Anandadhara Scheme,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,187,Search- Nirmal Bangla scheme,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,196,Apply - Citizens Grievance Redressal,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,211,Search - Drinking Water Schemes,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,229,Search - West Bengal Homestay,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,265,Search - Jal Dharo Jal Bharo Scheme,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,276,Search - Gitanjali Scheme Information,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,342,Search - Printing of Renewal Demand (CE)  (only for KMC),3,0.0,82.0
3.0,SOUTH 24 PARGANAS,347,Apply - Closure of Existing (CE) Application  (only for KMC),3,0.0,82.0
3.0,SOUTH 24 PARGANAS,399,Apply - FPC Enrollment,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,400,Apply - Group Enrollment Form other than FPC,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,412,Apply - Certified Copy of Marriage Records,3,0.0,82.0
3.0,SOUTH 24 PARGANAS,422,Search - Welcome Letter New Connection (LT),3,0.0,82.0
3.0,SOUTH 24 PARGANAS,502,Apply - Bhabishyat Credit Card Scheme (WBBCCS),3,0.0,82.0
3.0,SOUTH 24 PARGANAS,505,Search - Bhabishyat Credit Card Scheme Status (WBBCCS),3,0.0,82.0
3.0,SOUTH 24 PARGANAS,17,Apply - Passport Applications,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,202,Apply - Renewal of Electrical Supervisor License,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,217,Apply - NOC for self-financed schools Application,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,218,Search - Muktidhara Scheme Information ,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,219,Apply - SVSKP Application ,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,228,Search - WBTDCL Properties Booking,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,295,Apply - Merit Scholarship Examination (NMMSE),2,0.0,83.0
3.0,SOUTH 24 PARGANAS,327,Apply - Scholarship of Students with Disabilities,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,336,KYC for citizen  (only for KMC),2,0.0,83.0
3.0,SOUTH 24 PARGANAS,337,Search - Print Duplicate Bill of PD (only for KMC),2,0.0,83.0
3.0,SOUTH 24 PARGANAS,348,Modify - Minor Change in Existing CE  (only for KMC),2,0.0,83.0
3.0,SOUTH 24 PARGANAS,499,Apply - Support for One Time Settlement (OTS) of NPA Accounts of PWCS,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,501,Apply - One-time financial assistance to Individual Handloom Weavers,2,0.0,83.0
3.0,SOUTH 24 PARGANAS,74,Fertilizer license renewal/modification,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,78,Renew Insecticide License,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,89,Register - Online Marketing (Farming),1,0.0,84.0
3.0,SOUTH 24 PARGANAS,105,Register - Cooperative Society,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,109,Apply - PSC Job Application,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,112,Valuation - Stamp Duty Information,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,159,Apply - Lok Prasar Scheme,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,160,Search - Agriculture & Irrigation Schemes,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,167,"Apply - Shops & Establishment, Register - New/ Renewal of Certificate for Registration",1,0.0,84.0
3.0,SOUTH 24 PARGANAS,178,Apply - Educational Loan Application,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,183,Modify - Term Loan Application,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,200,Apply - New Workman Permit,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,203,Apply - Contractors License,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,207,Apply - Permission for Erection of New Lift,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,214,Apply - SSC Examination Application,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,220,Apply - WBSSP Application ,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,244,Search - e-Services Information of Municipal / Urban services,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,250,Search - SWM Demand Print,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,252,Apply - Renewal of Trade License by NKDA,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,253,Apply - Issuance of Trade Licence in Municipal Areas,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,255,Apply - Renewal of Trade License in Municipal Areas,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,274,Search - Club Grant,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,282,Search - Working Women Hostel Information,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,296,Search - Entrance Result of Admission in Government ITI,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,304,Apply - Micro Finance Loan Minorities of West Bengal,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,315,Online fee submission for JEXPO,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,316,Payment - Fee Submission for VOCLET,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,338,Apply - Online Mutation Application (only for KMC),1,0.0,84.0
3.0,SOUTH 24 PARGANAS,339,online application for mail address change   (only for KMC),1,0.0,84.0
3.0,SOUTH 24 PARGANAS,351,Online water connection (domestic),1,0.0,84.0
3.0,SOUTH 24 PARGANAS,381,Download Certificate - Seed License,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,403,Apply - WBFDC Property Booking,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,409,Apply - Filing of Affidavits by Citizen,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,410,Online Deposit of Rent by Tenants,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,415,Apply - Request to Change of Marriage Officer,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,418,Search - Download Certificate of Banglashree Scheme,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,423,Apply - Diploma in Pharmacy,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,431,Print - Unpaid Bills of Outstanding LOI ,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,459,Modify - Group Loan Application,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,486,Apply - Payment of Property Tax at NKDA,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,487,Apply - Assessment of Property Tax at NKDA,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,489,Apply - Grant of Fire License,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,490,Apply - Renewal of Fire License,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,496,Search - Discover Your Eligible Schemes,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,503,Edit - Bhabishyat Credit Card Scheme (WBBCCS) ,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,75,Apply - Seed License,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,309,Apply - Choice Filling of Admission in Government ITI,1,0.0,84.0
3.0,SOUTH 24 PARGANAS,429,Apply - Renewal of Registration (RC),1,0.0,84.0
4.0,BANKURA,352,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6202,15.9,1.0
4.0,BANKURA,6,Caste Certificate,4318,11.1,2.0
4.0,BANKURA,128,Apply - Aadhaar & Mobile Link with Digital Ration Card,4277,11.0,3.0
4.0,BANKURA,127,Search - Application Status of Digital Ration Card Application,3398,8.7,4.0
4.0,BANKURA,4,Application for Income Certificates,3299,8.5,5.0
4.0,BANKURA,199,Apply - Payment of WBSEDCL Electricity Bill,2627,6.7,6.0
4.0,BANKURA,131,Apply for Birth & Death Certificate,2110,5.4,7.0
4.0,BANKURA,408,Search - Status of Application of Swasthya Sathi Card,2084,5.3,8.0
4.0,BANKURA,358,Search - Download of e-Ration Card,1945,5.0,9.0
4.0,BANKURA,392,Modify - Add member / FPS of Ration Card Holder,1539,3.9,10.0
4.0,BANKURA,169,Apply - ROR Application ,1356,3.5,11.0
4.0,BANKURA,155,Apply - Submission of Form for Electoral Roll,1121,2.9,12.0
4.0,BANKURA,367,Search - GRN Information,1097,2.8,13.0
4.0,BANKURA,126,Apply - New Digital Ration Card,897,2.3,14.0
4.0,BANKURA,194,Search - Gram Panchayat Tax Payment,729,1.9,15.0
4.0,BANKURA,364,Apply - Download and Print Death Certificate,697,1.8,16.0
4.0,BANKURA,382,Status of Application (Krishak Bandhu),650,1.7,17.0
4.0,BANKURA,184,Search - Bangla Awas Yojana,649,1.7,18.0
4.0,BANKURA,170,Apply - Plot Information,639,1.6,19.0
4.0,BANKURA,151,Apply - Local Residence (Domicile) Certificate,631,1.6,20.0
4.0,BANKURA,22,Apply - Land Revenue (Khajna),576,1.5,21.0
4.0,BANKURA,138,Apply - OPD Registration,560,1.4,22.0
4.0,BANKURA,363,Apply - Download and Print Birth Certificate,560,1.4,22.0
4.0,BANKURA,156,Apply - Verification of Electoral Roll Online,535,1.4,23.0
4.0,BANKURA,393,Search - Schedule Paddy Sale,506,1.3,24.0
4.0,BANKURA,124,Apply - Farmer Registration Paddy Sale,448,1.1,25.0
4.0,BANKURA,242,Apply - Payment of Municipal & Corporation Tax,378,1.0,26.0
4.0,BANKURA,470,Payment - e-Payment Stamp Duty & Registration Fees,371,1.0,27.0
4.0,BANKURA,478,Apply - Ordinary Residencial Certificate,367,0.9,28.0
4.0,BANKURA,164,Apply - Samajik Suraksha Yojana Application ,330,0.8,29.0
4.0,BANKURA,168,Apply - Mutation Application,306,0.8,30.0
4.0,BANKURA,476,Apply - Disability Certificate,296,0.8,31.0
4.0,BANKURA,272,Apply - Rupashree Prakalpa,283,0.7,32.0
4.0,BANKURA,172,Search - Property Information,256,0.7,33.0
4.0,BANKURA,267,Info - Old Age Pension Scheme,254,0.7,34.0
4.0,BANKURA,406,Apply- Addition of New Member after Receiving Card (Form â A),194,0.5,35.0
4.0,BANKURA,171,Apply - Map Service,167,0.4,36.0
4.0,BANKURA,485,eDistrict Dashboard,157,0.4,37.0
4.0,BANKURA,64,Search - Bangla Shasya Bima,151,0.4,38.0
4.0,BANKURA,307,Apply - Approval of Building/Plan,143,0.4,39.0
4.0,BANKURA,165,Apply - Yuvashree Scheme Application ,139,0.4,40.0
4.0,BANKURA,146,Apply - Swami Vivekananda Scholarship,132,0.3,41.0
4.0,BANKURA,356,Search - Regenerate Receipt of WBSEDCL,126,0.3,42.0
4.0,BANKURA,357,Payment History - WBSEDCL,124,0.3,43.0
4.0,BANKURA,192,Application for EWS Certificates,122,0.3,44.0
4.0,BANKURA,86,Search - Price Information,121,0.3,45.0
4.0,BANKURA,94,Search - Sabuj Sathi Scheme Information,104,0.3,46.0
4.0,BANKURA,195,Apply - Online Trade Registration,100,0.3,47.0
4.0,BANKURA,243,Application for mutation of holding in municipality/ Municipal Corporation,99,0.3,48.0
4.0,BANKURA,188,Search- Samabyathi Scheme Information,95,0.2,49.0
4.0,BANKURA,388,Search - Application Status,91,0.2,50.0
4.0,BANKURA,405,Modify - Member Name Correction after Receiving Card (Form â C),79,0.2,51.0
4.0,BANKURA,266,Info - Widow Pension Scheme,73,0.2,52.0
4.0,BANKURA,137,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form â B),72,0.2,53.0
4.0,BANKURA,125,Search  - Payment Status of Paddy Sold,62,0.2,54.0
4.0,BANKURA,69,Apply - Krishak Bandhu Scheme,59,0.2,55.0
4.0,BANKURA,480,Apply - Permission for Delayed Registration of Death,56,0.1,56.0
4.0,BANKURA,368,Application for applying learners licence,53,0.1,57.0
4.0,BANKURA,365,Apply - Conversion Application,52,0.1,58.0
4.0,BANKURA,1,Search - Application Status of Kanyasree Prakalpa,49,0.1,59.0
4.0,BANKURA,119,Payment - Tax or Fees,46,0.1,60.0
4.0,BANKURA,484,eChallan,46,0.1,60.0
4.0,BANKURA,84,Search  - Kishan Mandi Information,43,0.1,61.0
4.0,BANKURA,233,Apply - Driving Licence,36,0.1,62.0
4.0,BANKURA,479,Apply - Permission for Delayed Registration of Birth,36,0.1,62.0
4.0,BANKURA,253,Apply - Issuance of Trade Licence in Municipal Areas,35,0.1,63.0
4.0,BANKURA,404,Search - Blood Bank Information,28,0.1,64.0
4.0,BANKURA,234,Apply - Renewal of Driving Licence,25,0.1,65.0
4.0,BANKURA,96,Search - Taposali Bandhu Pension Scheme,23,0.1,66.0
4.0,BANKURA,162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,23,0.1,66.0
4.0,BANKURA,198,Apply - New Electricity Connection of LT/HT Application,23,0.1,66.0
4.0,BANKURA,366,Apply - Manabik Pension Scheme (Disability Pension Scheme),22,0.1,67.0
4.0,BANKURA,10,Apply - Online Application for WBPRB,21,0.1,68.0
4.0,BANKURA,95,Search - Sikshashree Information,20,0.1,69.0
4.0,BANKURA,334,Apply - Student Credit Card,20,0.1,69.0
4.0,BANKURA,355,Download - Payment for Quotation Letter of New Connection WBSEDCL,20,0.1,69.0
4.0,BANKURA,477,Apply - Distance Certificate for Students,20,0.1,69.0
4.0,BANKURA,63,Apply - Bangla Shasya Bima,18,0.0,70.0
4.0,BANKURA,175,Apply - Karma Sathi Prakalpa Scheme,18,0.0,70.0
4.0,BANKURA,140,Search - Blood Test Report,17,0.0,71.0
4.0,BANKURA,255,Apply - Renewal of Trade License in Municipal Areas,17,0.0,71.0
4.0,BANKURA,276,Search - Gitanjali Scheme Information,16,0.0,72.0
4.0,BANKURA,421,New Connection (LT) - New Connection Application Status,16,0.0,72.0
4.0,BANKURA,407,Modify - Member Deletion after Receiving Card (Form â D),13,0.0,73.0
4.0,BANKURA,291,Apply - Post-Matric Scholarship Under Talent Support Programme (TSP) Application ,12,0.0,74.0
4.0,BANKURA,483,Registration & Admission,12,0.0,74.0
4.0,BANKURA,2,Application for Aikyasree Scholarship,11,0.0,75.0
4.0,BANKURA,109,Apply - PSC Job Application,11,0.0,75.0
4.0,BANKURA,241,Info - Jai Johar Pension Scheme Application,10,0.0,76.0
4.0,BANKURA,293,Apply - Farm Mechanisation,10,0.0,76.0
4.0,BANKURA,306,Search - NSAP under Jai Bangla,10,0.0,76.0
4.0,BANKURA,469,Apply - New e-Requisition Form,10,0.0,76.0
4.0,BANKURA,369,Status - Application of Learners Licence,9,0.0,77.0
4.0,BANKURA,473,Search - Deed By Seller/Buyer/Party Name,9,0.0,77.0
4.0,BANKURA,180,Apply - SHG Loan Application,8,0.0,78.0
4.0,BANKURA,139,Search - COVID Patient Information,7,0.0,79.0
4.0,BANKURA,187,Search- Nirmal Bangla scheme,7,0.0,79.0
4.0,BANKURA,331,Training Centre details (Paschim Banga Society for Skill Development),7,0.0,79.0
